Cycles	Run	Rn
588	28	gapdh*B3_scr1_1	1.0967
589	29	gapdh*B3_scr1_1	1.0997
590	30	gapdh*B3_scr1_1	1.1009
591	31	gapdh*B3_scr1_1	1.1107
592	32	gapdh*B3_scr1_1	1.1266
593	33	gapdh*B3_scr1_1	1.1579
594	34	gapdh*B3_scr1_1	1.215
595	35	gapdh*B3_scr1_1	1.3219
596	36	gapdh*B3_scr1_1	1.4967
597	37	gapdh*B3_scr1_1	1.7329
598	38	gapdh*B3_scr1_1	2.0154
599	39	gapdh*B3_scr1_1	2.3168
600	40	gapdh*B3_scr1_1	2.6138
601	1	gapdh*B4_scr1_2	1.0669
602	2	gapdh*B4_scr1_2	1.0828
603	3	gapdh*B4_scr1_2	1.0824
604	4	gapdh*B4_scr1_2	1.0826
605	5	gapdh*B4_scr1_2	1.0825
606	6	gapdh*B4_scr1_2	1.0824
607	7	gapdh*B4_scr1_2	1.0829
608	8	gapdh*B4_scr1_2	1.0822
609	9	gapdh*B4_scr1_2	1.0777
610	10	gapdh*B4_scr1_2	1.0787
611	11	gapdh*B4_scr1_2	1.08
612	12	gapdh*B4_scr1_2	1.0809
613	13	gapdh*B4_scr1_2	1.0805
614	14	gapdh*B4_scr1_2	1.0762
615	15	gapdh*B4_scr1_2	1.0815
616	16	gapdh*B4_scr1_2	1.0803
617	17	gapdh*B4_scr1_2	1.0794
618	18	gapdh*B4_scr1_2	1.0804
619	19	gapdh*B4_scr1_2	1.0799
620	20	gapdh*B4_scr1_2	1.0794
621	21	gapdh*B4_scr1_2	1.0744
622	22	gapdh*B4_scr1_2	1.079
623	23	gapdh*B4_scr1_2	1.0774
624	24	gapdh*B4_scr1_2	1.0789
625	25	gapdh*B4_scr1_2	1.0778
626	26	gapdh*B4_scr1_2	1.0788
627	27	gapdh*B4_scr1_2	1.0793
628	28	gapdh*B4_scr1_2	1.0812
629	29	gapdh*B4_scr1_2	1.0827
630	30	gapdh*B4_scr1_2	1.0881
631	31	gapdh*B4_scr1_2	1.0992
632	32	gapdh*B4_scr1_2	1.1171
633	33	gapdh*B4_scr1_2	1.1536
634	34	gapdh*B4_scr1_2	1.2208
635	35	gapdh*B4_scr1_2	1.3382
636	36	gapdh*B4_scr1_2	1.5306
637	37	gapdh*B4_scr1_2	1.7736
638	38	gapdh*B4_scr1_2	2.0607
639	39	gapdh*B4_scr1_2	2.3628
640	40	gapdh*B4_scr1_2	2.6511
641	1	gapdh*B5_scr1_2	1.1012
642	2	gapdh*B5_scr1_2	1.1026
643	3	gapdh*B5_scr1_2	1.1034
644	4	gapdh*B5_scr1_2	1.1047
645	5	gapdh*B5_scr1_2	1.1064
646	6	gapdh*B5_scr1_2	1.1072
647	7	gapdh*B5_scr1_2	1.1057
648	8	gapdh*B5_scr1_2	1.1049
649	9	gapdh*B5_scr1_2	1.1032
650	10	gapdh*B5_scr1_2	1.1047
651	11	gapdh*B5_scr1_2	1.106
652	12	gapdh*B5_scr1_2	1.1035
653	13	gapdh*B5_scr1_2	1.1035
654	14	gapdh*B5_scr1_2	1.1024
655	15	gapdh*B5_scr1_2	1.1044
656	16	gapdh*B5_scr1_2	1.1026
657	17	gapdh*B5_scr1_2	1.1016
658	18	gapdh*B5_scr1_2	1.1023
659	19	gapdh*B5_scr1_2	1.102
660	20	gapdh*B5_scr1_2	1.103
661	21	gapdh*B5_scr1_2	1.1015
662	22	gapdh*B5_scr1_2	1.1022
663	23	gapdh*B5_scr1_2	1.1009
664	24	gapdh*B5_scr1_2	1.1017
665	25	gapdh*B5_scr1_2	1.1007
666	26	gapdh*B5_scr1_2	1.1044
667	27	gapdh*B5_scr1_2	1.1029
668	28	gapdh*B5_scr1_2	1.1057
669	29	gapdh*B5_scr1_2	1.1099
670	30	gapdh*B5_scr1_2	1.1192
671	31	gapdh*B5_scr1_2	1.1328
672	32	gapdh*B5_scr1_2	1.1621
673	33	gapdh*B5_scr1_2	1.2211
674	34	gapdh*B5_scr1_2	1.3279
675	35	gapdh*B5_scr1_2	1.5025
676	36	gapdh*B5_scr1_2	1.7459
677	37	gapdh*B5_scr1_2	2.0374
678	38	gapdh*B5_scr1_2	2.3466
679	39	gapdh*B5_scr1_2	2.661
680	40	gapdh*B5_scr1_2	2.9514
681	1	gapdh*B6_scr1_2	1.054
682	2	gapdh*B6_scr1_2	1.0623
683	3	gapdh*B6_scr1_2	1.0652
684	4	gapdh*B6_scr1_2	1.0655
685	5	gapdh*B6_scr1_2	1.067
686	6	gapdh*B6_scr1_2	1.0668
687	7	gapdh*B6_scr1_2	1.0671
688	8	gapdh*B6_scr1_2	1.0666
689	9	gapdh*B6_scr1_2	1.0669
690	10	gapdh*B6_scr1_2	1.0667
691	11	gapdh*B6_scr1_2	1.0678
692	12	gapdh*B6_scr1_2	1.0673
693	13	gapdh*B6_scr1_2	1.0671
694	14	gapdh*B6_scr1_2	1.067
695	15	gapdh*B6_scr1_2	1.068
696	16	gapdh*B6_scr1_2	1.0668
697	17	gapdh*B6_scr1_2	1.0685
698	18	gapdh*B6_scr1_2	1.0666
699	19	gapdh*B6_scr1_2	1.0679
700	20	gapdh*B6_scr1_2	1.067
701	21	gapdh*B6_scr1_2	1.0662
702	22	gapdh*B6_scr1_2	1.0663
703	23	gapdh*B6_scr1_2	1.0663
704	24	gapdh*B6_scr1_2	1.0668
705	25	gapdh*B6_scr1_2	1.0662
706	26	gapdh*B6_scr1_2	1.0683
707	27	gapdh*B6_scr1_2	1.07
708	28	gapdh*B6_scr1_2	1.07
709	29	gapdh*B6_scr1_2	1.0728
710	30	gapdh*B6_scr1_2	1.0764
711	31	gapdh*B6_scr1_2	1.0879
712	32	gapdh*B6_scr1_2	1.1072
713	33	gapdh*B6_scr1_2	1.143
714	34	gapdh*B6_scr1_2	1.2137
715	35	gapdh*B6_scr1_2	1.3406
716	36	gapdh*B6_scr1_2	1.5383
717	37	gapdh*B6_scr1_2	1.8005
718	38	gapdh*B6_scr1_2	2.1038
719	39	gapdh*B6_scr1_2	2.4254
720	40	gapdh*B6_scr1_2	2.7326
721	1	gapdh*B7_scr2_1	1.0303
722	2	gapdh*B7_scr2_1	1.0293
723	3	gapdh*B7_scr2_1	1.0294
724	4	gapdh*B7_scr2_1	1.028
725	5	gapdh*B7_scr2_1	1.0272
726	6	gapdh*B7_scr2_1	1.0261
727	7	gapdh*B7_scr2_1	1.0276
728	8	gapdh*B7_scr2_1	1.0277
729	9	gapdh*B7_scr2_1	1.0265
730	10	gapdh*B7_scr2_1	1.0249
731	11	gapdh*B7_scr2_1	1.024
732	12	gapdh*B7_scr2_1	1.0239
733	13	gapdh*B7_scr2_1	1.0242
734	14	gapdh*B7_scr2_1	1.0247
735	15	gapdh*B7_scr2_1	1.0252
736	16	gapdh*B7_scr2_1	1.0252
737	17	gapdh*B7_scr2_1	1.0237
738	18	gapdh*B7_scr2_1	1.0222
739	19	gapdh*B7_scr2_1	1.0219
740	20	gapdh*B7_scr2_1	1.0227
741	21	gapdh*B7_scr2_1	1.0234
742	22	gapdh*B7_scr2_1	1.0235
743	23	gapdh*B7_scr2_1	1.0218
744	24	gapdh*B7_scr2_1	1.0211
745	25	gapdh*B7_scr2_1	1.0222
746	26	gapdh*B7_scr2_1	1.0216
747	27	gapdh*B7_scr2_1	1.0208
748	28	gapdh*B7_scr2_1	1.0227
749	29	gapdh*B7_scr2_1	1.0262
750	30	gapdh*B7_scr2_1	1.0292
751	31	gapdh*B7_scr2_1	1.0335
752	32	gapdh*B7_scr2_1	1.0441
753	33	gapdh*B7_scr2_1	1.0648
754	34	gapdh*B7_scr2_1	1.1075
755	35	gapdh*B7_scr2_1	1.1829
756	36	gapdh*B7_scr2_1	1.3206
757	37	gapdh*B7_scr2_1	1.5227
758	38	gapdh*B7_scr2_1	1.7869
759	39	gapdh*B7_scr2_1	2.0825
760	40	gapdh*B7_scr2_1	2.3849
761	1	gapdh*B8_scr2_1	0.9895
762	2	gapdh*B8_scr2_1	1.0227
763	3	gapdh*B8_scr2_1	1.0222
764	4	gapdh*B8_scr2_1	1.0219
765	5	gapdh*B8_scr2_1	1.0216
766	6	gapdh*B8_scr2_1	1.0203
767	7	gapdh*B8_scr2_1	1.0199
768	8	gapdh*B8_scr2_1	1.02
769	9	gapdh*B8_scr2_1	1.0204
770	10	gapdh*B8_scr2_1	1.0199
771	11	gapdh*B8_scr2_1	1.019
772	12	gapdh*B8_scr2_1	1.0186
773	13	gapdh*B8_scr2_1	1.0186
774	14	gapdh*B8_scr2_1	1.0187
775	15	gapdh*B8_scr2_1	1.0179
776	16	gapdh*B8_scr2_1	1.0184
777	17	gapdh*B8_scr2_1	1.0172
778	18	gapdh*B8_scr2_1	1.0177
779	19	gapdh*B8_scr2_1	1.0184
780	20	gapdh*B8_scr2_1	1.0183
781	21	gapdh*B8_scr2_1	1.0174
782	22	gapdh*B8_scr2_1	1.0177
783	23	gapdh*B8_scr2_1	1.0177
784	24	gapdh*B8_scr2_1	1.0167
785	25	gapdh*B8_scr2_1	1.0179
786	26	gapdh*B8_scr2_1	1.0188
787	27	gapdh*B8_scr2_1	1.0177
788	28	gapdh*B8_scr2_1	1.019
789	29	gapdh*B8_scr2_1	1.0204
790	30	gapdh*B8_scr2_1	1.0237
791	31	gapdh*B8_scr2_1	1.0305
792	32	gapdh*B8_scr2_1	1.0412
793	33	gapdh*B8_scr2_1	1.0649
794	34	gapdh*B8_scr2_1	1.1072
795	35	gapdh*B8_scr2_1	1.1897
796	36	gapdh*B8_scr2_1	1.332
797	37	gapdh*B8_scr2_1	1.5416
798	38	gapdh*B8_scr2_1	1.8021
799	39	gapdh*B8_scr2_1	2.0961
800	40	gapdh*B8_scr2_1	2.3897
801	1	gapdh*B9_scr2_1	1.0187
802	2	gapdh*B9_scr2_1	1.019
803	3	gapdh*B9_scr2_1	1.0197
804	4	gapdh*B9_scr2_1	1.0223
805	5	gapdh*B9_scr2_1	1.0188
806	6	gapdh*B9_scr2_1	1.0162
807	7	gapdh*B9_scr2_1	1.0165
808	8	gapdh*B9_scr2_1	1.0164
809	9	gapdh*B9_scr2_1	1.0152
810	10	gapdh*B9_scr2_1	1.0166
811	11	gapdh*B9_scr2_1	1.0136
812	12	gapdh*B9_scr2_1	1.0136
813	13	gapdh*B9_scr2_1	1.0146
814	14	gapdh*B9_scr2_1	1.0146
815	15	gapdh*B9_scr2_1	1.0137
816	16	gapdh*B9_scr2_1	1.0125
817	17	gapdh*B9_scr2_1	1.0126
818	18	gapdh*B9_scr2_1	1.0127
819	19	gapdh*B9_scr2_1	1.0131
820	20	gapdh*B9_scr2_1	1.0132
821	21	gapdh*B9_scr2_1	1.0125
822	22	gapdh*B9_scr2_1	1.0106
823	23	gapdh*B9_scr2_1	1.0131
824	24	gapdh*B9_scr2_1	1.0123
825	25	gapdh*B9_scr2_1	1.0125
826	26	gapdh*B9_scr2_1	1.0142
827	27	gapdh*B9_scr2_1	1.0125
828	28	gapdh*B9_scr2_1	1.0155
829	29	gapdh*B9_scr2_1	1.0174
830	30	gapdh*B9_scr2_1	1.0206
831	31	gapdh*B9_scr2_1	1.0348
832	32	gapdh*B9_scr2_1	1.0482
833	33	gapdh*B9_scr2_1	1.0769
834	34	gapdh*B9_scr2_1	1.1385
835	35	gapdh*B9_scr2_1	1.2451
836	36	gapdh*B9_scr2_1	1.4213
837	37	gapdh*B9_scr2_1	1.6636
838	38	gapdh*B9_scr2_1	1.942
839	39	gapdh*B9_scr2_1	2.2403
840	40	gapdh*B9_scr2_1	2.5253
841	1	gapdh*B10_scr2_2	1.0155
842	2	gapdh*B10_scr2_2	1.0167
843	3	gapdh*B10_scr2_2	1.0177
844	4	gapdh*B10_scr2_2	1.0181
845	5	gapdh*B10_scr2_2	1.018
846	6	gapdh*B10_scr2_2	1.0174
847	7	gapdh*B10_scr2_2	1.0162
848	8	gapdh*B10_scr2_2	1.0161
849	9	gapdh*B10_scr2_2	1.0155
850	10	gapdh*B10_scr2_2	1.0154
851	11	gapdh*B10_scr2_2	1.0156
852	12	gapdh*B10_scr2_2	1.0151
853	13	gapdh*B10_scr2_2	1.015
854	14	gapdh*B10_scr2_2	1.013
855	15	gapdh*B10_scr2_2	1.0144
856	16	gapdh*B10_scr2_2	1.0134
857	17	gapdh*B10_scr2_2	1.0132
858	18	gapdh*B10_scr2_2	1.0119
859	19	gapdh*B10_scr2_2	1.0128
860	20	gapdh*B10_scr2_2	1.0125
861	21	gapdh*B10_scr2_2	1.0111
862	22	gapdh*B10_scr2_2	1.0115
863	23	gapdh*B10_scr2_2	1.0126
864	24	gapdh*B10_scr2_2	1.0106
865	25	gapdh*B10_scr2_2	1.0135
866	26	gapdh*B10_scr2_2	1.0119
867	27	gapdh*B10_scr2_2	1.0116
868	28	gapdh*B10_scr2_2	1.0102
869	29	gapdh*B10_scr2_2	1.0135
870	30	gapdh*B10_scr2_2	1.0155
871	31	gapdh*B10_scr2_2	1.0212
872	32	gapdh*B10_scr2_2	1.034
873	33	gapdh*B10_scr2_2	1.0524
874	34	gapdh*B10_scr2_2	1.0902
875	35	gapdh*B10_scr2_2	1.1608
876	36	gapdh*B10_scr2_2	1.2923
877	37	gapdh*B10_scr2_2	1.4959
878	38	gapdh*B10_scr2_2	1.7597
879	39	gapdh*B10_scr2_2	2.0545
880	40	gapdh*B10_scr2_2	2.3474
881	1	gapdh*B11_scr2_2	1.0679
882	2	gapdh*B11_scr2_2	1.0634
883	3	gapdh*B11_scr2_2	1.0648
884	4	gapdh*B11_scr2_2	1.0656
885	5	gapdh*B11_scr2_2	1.0666
886	6	gapdh*B11_scr2_2	1.0643
887	7	gapdh*B11_scr2_2	1.0595
888	8	gapdh*B11_scr2_2	1.0595
889	9	gapdh*B11_scr2_2	1.0624
890	10	gapdh*B11_scr2_2	1.0565
891	11	gapdh*B11_scr2_2	1.0602
892	12	gapdh*B11_scr2_2	1.0583
893	13	gapdh*B11_scr2_2	1.0599
894	14	gapdh*B11_scr2_2	1.0599
895	15	gapdh*B11_scr2_2	1.0566
896	16	gapdh*B11_scr2_2	1.0601
897	17	gapdh*B11_scr2_2	1.0591
898	18	gapdh*B11_scr2_2	1.0587
899	19	gapdh*B11_scr2_2	1.0562
900	20	gapdh*B11_scr2_2	1.0541
901	21	gapdh*B11_scr2_2	1.054
902	22	gapdh*B11_scr2_2	1.0545
903	23	gapdh*B11_scr2_2	1.0559
904	24	gapdh*B11_scr2_2	1.0564
905	25	gapdh*B11_scr2_2	1.0561
906	26	gapdh*B11_scr2_2	1.0574
907	27	gapdh*B11_scr2_2	1.057
908	28	gapdh*B11_scr2_2	1.0588
909	29	gapdh*B11_scr2_2	1.0548
910	30	gapdh*B11_scr2_2	1.0642
911	31	gapdh*B11_scr2_2	1.0703
912	32	gapdh*B11_scr2_2	1.089
913	33	gapdh*B11_scr2_2	1.1175
914	34	gapdh*B11_scr2_2	1.1716
915	35	gapdh*B11_scr2_2	1.2758
916	36	gapdh*B11_scr2_2	1.4473
917	37	gapdh*B11_scr2_2	1.6862
918	38	gapdh*B11_scr2_2	1.981
919	39	gapdh*B11_scr2_2	2.2924
920	40	gapdh*B11_scr2_2	2.6008
921	1	gapdh*B12_scr2_2	1.0039
922	2	gapdh*B12_scr2_2	1.005
923	3	gapdh*B12_scr2_2	1.0052
924	4	gapdh*B12_scr2_2	1.0372
925	5	gapdh*B12_scr2_2	1.0389
926	6	gapdh*B12_scr2_2	1.0381
927	7	gapdh*B12_scr2_2	1.0363
928	8	gapdh*B12_scr2_2	1.0356
929	9	gapdh*B12_scr2_2	1.0362
930	10	gapdh*B12_scr2_2	1.0351
931	11	gapdh*B12_scr2_2	1.0342
932	12	gapdh*B12_scr2_2	1.0332
933	13	gapdh*B12_scr2_2	1.0323
934	14	gapdh*B12_scr2_2	1.0316
935	15	gapdh*B12_scr2_2	1.0314
936	16	gapdh*B12_scr2_2	1.0324
937	17	gapdh*B12_scr2_2	1.0312
938	18	gapdh*B12_scr2_2	1.0295
939	19	gapdh*B12_scr2_2	1.0298
940	20	gapdh*B12_scr2_2	1.0303
941	21	gapdh*B12_scr2_2	1.0285
942	22	gapdh*B12_scr2_2	1.0291
943	23	gapdh*B12_scr2_2	1.0292
944	24	gapdh*B12_scr2_2	1.0276
945	25	gapdh*B12_scr2_2	1.0271
946	26	gapdh*B12_scr2_2	1.0289
947	27	gapdh*B12_scr2_2	1.0292
948	28	gapdh*B12_scr2_2	1.0301
949	29	gapdh*B12_scr2_2	1.0317
950	30	gapdh*B12_scr2_2	1.0351
951	31	gapdh*B12_scr2_2	1.0435
952	32	gapdh*B12_scr2_2	1.0573
953	33	gapdh*B12_scr2_2	1.0858
954	34	gapdh*B12_scr2_2	1.141
955	35	gapdh*B12_scr2_2	1.241
956	36	gapdh*B12_scr2_2	1.4086
957	37	gapdh*B12_scr2_2	1.6421
958	38	gapdh*B12_scr2_2	1.9259
959	39	gapdh*B12_scr2_2	2.2303
960	40	gapdh*B12_scr2_2	2.5277
