Cycles	Run	Rn
1530	10	gapdh*D3_pdg1-1	0.8866
1531	11	gapdh*D3_pdg1-1	0.8877
1532	12	gapdh*D3_pdg1-1	0.8886
1533	13	gapdh*D3_pdg1-1	0.8893
1534	14	gapdh*D3_pdg1-1	0.8907
1535	15	gapdh*D3_pdg1-1	0.8919
1536	16	gapdh*D3_pdg1-1	0.8935
1537	17	gapdh*D3_pdg1-1	0.8944
1538	18	gapdh*D3_pdg1-1	0.8929
1539	19	gapdh*D3_pdg1-1	0.8947
1540	20	gapdh*D3_pdg1-1	0.8936
1541	21	gapdh*D3_pdg1-1	0.8967
1542	22	gapdh*D3_pdg1-1	0.8965
1543	23	gapdh*D3_pdg1-1	0.897
1544	24	gapdh*D3_pdg1-1	0.8984
1545	25	gapdh*D3_pdg1-1	0.898
1546	26	gapdh*D3_pdg1-1	0.8986
1547	27	gapdh*D3_pdg1-1	0.9001
1548	28	gapdh*D3_pdg1-1	0.9035
1549	29	gapdh*D3_pdg1-1	0.9086
1550	30	gapdh*D3_pdg1-1	0.9191
1551	31	gapdh*D3_pdg1-1	0.939
1552	32	gapdh*D3_pdg1-1	0.9739
1553	33	gapdh*D3_pdg1-1	1.0406
1554	34	gapdh*D3_pdg1-1	1.1526
1555	35	gapdh*D3_pdg1-1	1.3136
1556	36	gapdh*D3_pdg1-1	1.5166
1557	37	gapdh*D3_pdg1-1	1.7442
1558	38	gapdh*D3_pdg1-1	1.9784
1559	39	gapdh*D3_pdg1-1	2.2047
1560	40	gapdh*D3_pdg1-1	2.425
1561	1	gapdh*D4_pdg1-2	0.8902
1562	2	gapdh*D4_pdg1-2	0.8749
1563	3	gapdh*D4_pdg1-2	0.8661
1564	4	gapdh*D4_pdg1-2	0.8594
1565	5	gapdh*D4_pdg1-2	0.8536
1566	6	gapdh*D4_pdg1-2	0.8491
1567	7	gapdh*D4_pdg1-2	0.8462
1568	8	gapdh*D4_pdg1-2	0.8437
1569	9	gapdh*D4_pdg1-2	0.8416
1570	10	gapdh*D4_pdg1-2	0.8399
1571	11	gapdh*D4_pdg1-2	0.8388
1572	12	gapdh*D4_pdg1-2	0.8378
1573	13	gapdh*D4_pdg1-2	0.8373
1574	14	gapdh*D4_pdg1-2	0.8373
1575	15	gapdh*D4_pdg1-2	0.8372
1576	16	gapdh*D4_pdg1-2	0.8369
1577	17	gapdh*D4_pdg1-2	0.8361
1578	18	gapdh*D4_pdg1-2	0.8365
1579	19	gapdh*D4_pdg1-2	0.8375
1580	20	gapdh*D4_pdg1-2	0.8383
1581	21	gapdh*D4_pdg1-2	0.8383
1582	22	gapdh*D4_pdg1-2	0.8389
1583	23	gapdh*D4_pdg1-2	0.8387
1584	24	gapdh*D4_pdg1-2	0.8396
1585	25	gapdh*D4_pdg1-2	0.8401
1586	26	gapdh*D4_pdg1-2	0.841
1587	27	gapdh*D4_pdg1-2	0.842
1588	28	gapdh*D4_pdg1-2	0.8446
1589	29	gapdh*D4_pdg1-2	0.8495
1590	30	gapdh*D4_pdg1-2	0.86
1591	31	gapdh*D4_pdg1-2	0.8774
1592	32	gapdh*D4_pdg1-2	0.9102
1593	33	gapdh*D4_pdg1-2	0.9706
1594	34	gapdh*D4_pdg1-2	1.0729
1595	35	gapdh*D4_pdg1-2	1.22
1596	36	gapdh*D4_pdg1-2	1.4032
1597	37	gapdh*D4_pdg1-2	1.6024
1598	38	gapdh*D4_pdg1-2	1.8019
1599	39	gapdh*D4_pdg1-2	1.9895
1600	40	gapdh*D4_pdg1-2	2.17
1601	1	gapdh*D5_pdg1-2	1.0846
1602	2	gapdh*D5_pdg1-2	1.0765
1603	3	gapdh*D5_pdg1-2	1.0694
1604	4	gapdh*D5_pdg1-2	1.0649
1605	5	gapdh*D5_pdg1-2	1.0638
1606	6	gapdh*D5_pdg1-2	1.0628
1607	7	gapdh*D5_pdg1-2	1.0572
1608	8	gapdh*D5_pdg1-2	1.0573
1609	9	gapdh*D5_pdg1-2	1.0576
1610	10	gapdh*D5_pdg1-2	1.0597
1611	11	gapdh*D5_pdg1-2	1.0571
1612	12	gapdh*D5_pdg1-2	1.0571
1613	13	gapdh*D5_pdg1-2	1.0588
1614	14	gapdh*D5_pdg1-2	1.0575
1615	15	gapdh*D5_pdg1-2	1.059
1616	16	gapdh*D5_pdg1-2	1.0586
1617	17	gapdh*D5_pdg1-2	1.059
1618	18	gapdh*D5_pdg1-2	1.0591
1619	19	gapdh*D5_pdg1-2	1.0609
1620	20	gapdh*D5_pdg1-2	1.0606
1621	21	gapdh*D5_pdg1-2	1.0609
1622	22	gapdh*D5_pdg1-2	1.0614
1623	23	gapdh*D5_pdg1-2	1.0605
1624	24	gapdh*D5_pdg1-2	1.0623
1625	25	gapdh*D5_pdg1-2	1.0631
1626	26	gapdh*D5_pdg1-2	1.0618
1627	27	gapdh*D5_pdg1-2	1.0639
1628	28	gapdh*D5_pdg1-2	1.0679
1629	29	gapdh*D5_pdg1-2	1.0725
1630	30	gapdh*D5_pdg1-2	1.0834
1631	31	gapdh*D5_pdg1-2	1.1003
1632	32	gapdh*D5_pdg1-2	1.1353
1633	33	gapdh*D5_pdg1-2	1.2011
1634	34	gapdh*D5_pdg1-2	1.3192
1635	35	gapdh*D5_pdg1-2	1.5033
1636	36	gapdh*D5_pdg1-2	1.7448
1637	37	gapdh*D5_pdg1-2	2.0213
1638	38	gapdh*D5_pdg1-2	2.3109
1639	39	gapdh*D5_pdg1-2	2.5918
1640	40	gapdh*D5_pdg1-2	2.8648
1641	1	gapdh*D6_pdg1-2	0.9037
1642	2	gapdh*D6_pdg1-2	0.8959
1643	3	gapdh*D6_pdg1-2	0.8887
1644	4	gapdh*D6_pdg1-2	0.883
1645	5	gapdh*D6_pdg1-2	0.88
1646	6	gapdh*D6_pdg1-2	0.8775
1647	7	gapdh*D6_pdg1-2	0.8753
1648	8	gapdh*D6_pdg1-2	0.873
1649	9	gapdh*D6_pdg1-2	0.8719
1650	10	gapdh*D6_pdg1-2	0.8707
1651	11	gapdh*D6_pdg1-2	0.8693
1652	12	gapdh*D6_pdg1-2	0.8695
1653	13	gapdh*D6_pdg1-2	0.8678
1654	14	gapdh*D6_pdg1-2	0.8678
1655	15	gapdh*D6_pdg1-2	0.8676
1656	16	gapdh*D6_pdg1-2	0.8677
1657	17	gapdh*D6_pdg1-2	0.8688
1658	18	gapdh*D6_pdg1-2	0.8689
1659	19	gapdh*D6_pdg1-2	0.8694
1660	20	gapdh*D6_pdg1-2	0.8693
1661	21	gapdh*D6_pdg1-2	0.87
1662	22	gapdh*D6_pdg1-2	0.8709
1663	23	gapdh*D6_pdg1-2	0.8712
1664	24	gapdh*D6_pdg1-2	0.8721
1665	25	gapdh*D6_pdg1-2	0.8728
1666	26	gapdh*D6_pdg1-2	0.874
1667	27	gapdh*D6_pdg1-2	0.8755
1668	28	gapdh*D6_pdg1-2	0.8784
1669	29	gapdh*D6_pdg1-2	0.8831
1670	30	gapdh*D6_pdg1-2	0.892
1671	31	gapdh*D6_pdg1-2	0.9094
1672	32	gapdh*D6_pdg1-2	0.9415
1673	33	gapdh*D6_pdg1-2	1.0014
1674	34	gapdh*D6_pdg1-2	1.1042
1675	35	gapdh*D6_pdg1-2	1.2552
1676	36	gapdh*D6_pdg1-2	1.446
1677	37	gapdh*D6_pdg1-2	1.6571
1678	38	gapdh*D6_pdg1-2	1.8704
1679	39	gapdh*D6_pdg1-2	2.0744
1680	40	gapdh*D6_pdg1-2	2.2727
1921	1	gapdh*E1_scr1-1	1.0198
1922	2	gapdh*E1_scr1-1	1.0317
1923	3	gapdh*E1_scr1-1	1.0283
1924	4	gapdh*E1_scr1-1	1.0257
1925	5	gapdh*E1_scr1-1	1.0233
1926	6	gapdh*E1_scr1-1	1.0217
1927	7	gapdh*E1_scr1-1	1.02
1928	8	gapdh*E1_scr1-1	1.0202
1929	9	gapdh*E1_scr1-1	1.02
1930	10	gapdh*E1_scr1-1	1.0195
1931	11	gapdh*E1_scr1-1	1.0203
1932	12	gapdh*E1_scr1-1	1.0201
1933	13	gapdh*E1_scr1-1	1.021
1934	14	gapdh*E1_scr1-1	1.0204
1935	15	gapdh*E1_scr1-1	1.0199
1936	16	gapdh*E1_scr1-1	1.0206
1937	17	gapdh*E1_scr1-1	1.0204
1938	18	gapdh*E1_scr1-1	1.0223
1939	19	gapdh*E1_scr1-1	1.0232
1940	20	gapdh*E1_scr1-1	1.022
1941	21	gapdh*E1_scr1-1	1.0257
1942	22	gapdh*E1_scr1-1	1.0278
1943	23	gapdh*E1_scr1-1	1.0261
1944	24	gapdh*E1_scr1-1	1.0257
1945	25	gapdh*E1_scr1-1	1.0266
1946	26	gapdh*E1_scr1-1	1.0284
1947	27	gapdh*E1_scr1-1	1.0317
1948	28	gapdh*E1_scr1-1	1.0365
1949	29	gapdh*E1_scr1-1	1.046
1950	30	gapdh*E1_scr1-1	1.0636
1951	31	gapdh*E1_scr1-1	1.0967
1952	32	gapdh*E1_scr1-1	1.1602
1953	33	gapdh*E1_scr1-1	1.2728
1954	34	gapdh*E1_scr1-1	1.448
1955	35	gapdh*E1_scr1-1	1.6789
1956	36	gapdh*E1_scr1-1	1.9529
1957	37	gapdh*E1_scr1-1	2.2354
1958	38	gapdh*E1_scr1-1	2.5099
1959	39	gapdh*E1_scr1-1	2.7685
1960	40	gapdh*E1_scr1-1	3.0128
1961	1	gapdh*E2_scr1-1	1.0617
1962	2	gapdh*E2_scr1-1	1.0565
1963	3	gapdh*E2_scr1-1	1.0488
1964	4	gapdh*E2_scr1-1	1.0462
1965	5	gapdh*E2_scr1-1	1.0417
1966	6	gapdh*E2_scr1-1	1.0408
1967	7	gapdh*E2_scr1-1	1.0409
1968	8	gapdh*E2_scr1-1	1.0395
1969	9	gapdh*E2_scr1-1	1.0382
1970	10	gapdh*E2_scr1-1	1.0385
1971	11	gapdh*E2_scr1-1	1.0379
1972	12	gapdh*E2_scr1-1	1.036
1973	13	gapdh*E2_scr1-1	1.0374
1974	14	gapdh*E2_scr1-1	1.0377
1975	15	gapdh*E2_scr1-1	1.0372
1976	16	gapdh*E2_scr1-1	1.0384
1977	17	gapdh*E2_scr1-1	1.0382
1978	18	gapdh*E2_scr1-1	1.0378
1979	19	gapdh*E2_scr1-1	1.0393
1980	20	gapdh*E2_scr1-1	1.0399
1981	21	gapdh*E2_scr1-1	1.0391
1982	22	gapdh*E2_scr1-1	1.0403
1983	23	gapdh*E2_scr1-1	1.0406
1984	24	gapdh*E2_scr1-1	1.0412
1985	25	gapdh*E2_scr1-1	1.0414
1986	26	gapdh*E2_scr1-1	1.0423
1987	27	gapdh*E2_scr1-1	1.0458
1988	28	gapdh*E2_scr1-1	1.0505
1989	29	gapdh*E2_scr1-1	1.0592
1990	30	gapdh*E2_scr1-1	1.0759
1991	31	gapdh*E2_scr1-1	1.1079
1992	32	gapdh*E2_scr1-1	1.1683
1993	33	gapdh*E2_scr1-1	1.2748
1994	34	gapdh*E2_scr1-1	1.4465
1995	35	gapdh*E2_scr1-1	1.675
1996	36	gapdh*E2_scr1-1	1.9438
1997	37	gapdh*E2_scr1-1	2.2347
1998	38	gapdh*E2_scr1-1	2.5208
1999	39	gapdh*E2_scr1-1	2.793
2000	40	gapdh*E2_scr1-1	3.0557
2001	1	gapdh*E3_scr1-1	1.0743
2002	2	gapdh*E3_scr1-1	1.0682
2003	3	gapdh*E3_scr1-1	1.0627
2004	4	gapdh*E3_scr1-1	1.0585
2005	5	gapdh*E3_scr1-1	1.0566
2006	6	gapdh*E3_scr1-1	1.0559
2007	7	gapdh*E3_scr1-1	1.0539
2008	8	gapdh*E3_scr1-1	1.053
2009	9	gapdh*E3_scr1-1	1.0515
2010	10	gapdh*E3_scr1-1	1.0519
2011	11	gapdh*E3_scr1-1	1.0517
2012	12	gapdh*E3_scr1-1	1.0508
2013	13	gapdh*E3_scr1-1	1.053
2014	14	gapdh*E3_scr1-1	1.0519
2015	15	gapdh*E3_scr1-1	1.0537
2016	16	gapdh*E3_scr1-1	1.0533
2017	17	gapdh*E3_scr1-1	1.0541
2018	18	gapdh*E3_scr1-1	1.055
2019	19	gapdh*E3_scr1-1	1.0563
2020	20	gapdh*E3_scr1-1	1.0539
2021	21	gapdh*E3_scr1-1	1.0555
2022	22	gapdh*E3_scr1-1	1.0565
2023	23	gapdh*E3_scr1-1	1.0568
2024	24	gapdh*E3_scr1-1	1.0575
2025	25	gapdh*E3_scr1-1	1.0592
2026	26	gapdh*E3_scr1-1	1.0604
2027	27	gapdh*E3_scr1-1	1.0628
2028	28	gapdh*E3_scr1-1	1.0674
2029	29	gapdh*E3_scr1-1	1.0778
2030	30	gapdh*E3_scr1-1	1.0973
2031	31	gapdh*E3_scr1-1	1.1348
2032	32	gapdh*E3_scr1-1	1.2014
2033	33	gapdh*E3_scr1-1	1.3213
2034	34	gapdh*E3_scr1-1	1.5081
2035	35	gapdh*E3_scr1-1	1.7519
2036	36	gapdh*E3_scr1-1	2.0342
2037	37	gapdh*E3_scr1-1	2.3307
2038	38	gapdh*E3_scr1-1	2.6273
2039	39	gapdh*E3_scr1-1	2.9055
2040	40	gapdh*E3_scr1-1	3.1676
2041	1	gapdh*E4_scr1-2	1.0754
2042	2	gapdh*E4_scr1-2	1.0665
2043	3	gapdh*E4_scr1-2	1.0621
2044	4	gapdh*E4_scr1-2	1.0587
2045	5	gapdh*E4_scr1-2	1.0539
2046	6	gapdh*E4_scr1-2	1.0525
2047	7	gapdh*E4_scr1-2	1.0504
2048	8	gapdh*E4_scr1-2	1.0482
2049	9	gapdh*E4_scr1-2	1.049
2050	10	gapdh*E4_scr1-2	1.0484
2051	11	gapdh*E4_scr1-2	1.0469
2052	12	gapdh*E4_scr1-2	1.0475
2053	13	gapdh*E4_scr1-2	1.048
2054	14	gapdh*E4_scr1-2	1.0463
2055	15	gapdh*E4_scr1-2	1.0472
2056	16	gapdh*E4_scr1-2	1.0484
2057	17	gapdh*E4_scr1-2	1.0474
2058	18	gapdh*E4_scr1-2	1.0476
2059	19	gapdh*E4_scr1-2	1.0483
2060	20	gapdh*E4_scr1-2	1.0498
2061	21	gapdh*E4_scr1-2	1.0498
2062	22	gapdh*E4_scr1-2	1.0509
2063	23	gapdh*E4_scr1-2	1.0507
2064	24	gapdh*E4_scr1-2	1.0503
2065	25	gapdh*E4_scr1-2	1.0524
2066	26	gapdh*E4_scr1-2	1.0525
2067	27	gapdh*E4_scr1-2	1.0551
2068	28	gapdh*E4_scr1-2	1.0587
2069	29	gapdh*E4_scr1-2	1.0662
2070	30	gapdh*E4_scr1-2	1.0833
2071	31	gapdh*E4_scr1-2	1.1136
2072	32	gapdh*E4_scr1-2	1.1678
2073	33	gapdh*E4_scr1-2	1.2684
2074	34	gapdh*E4_scr1-2	1.4304
2075	35	gapdh*E4_scr1-2	1.6559
2076	36	gapdh*E4_scr1-2	1.9245
2077	37	gapdh*E4_scr1-2	2.2177
2078	38	gapdh*E4_scr1-2	2.5073
2079	39	gapdh*E4_scr1-2	2.7828
2080	40	gapdh*E4_scr1-2	3.0547
2081	1	gapdh*E5_scr1-2	1.0326
2082	2	gapdh*E5_scr1-2	1.0252
2083	3	gapdh*E5_scr1-2	1.0206
2084	4	gapdh*E5_scr1-2	1.0175
2085	5	gapdh*E5_scr1-2	1.0142
2086	6	gapdh*E5_scr1-2	1.0122
2087	7	gapdh*E5_scr1-2	1.012
2088	8	gapdh*E5_scr1-2	1.0107
2089	9	gapdh*E5_scr1-2	1.011
2090	10	gapdh*E5_scr1-2	1.0107
2091	11	gapdh*E5_scr1-2	1.0102
2092	12	gapdh*E5_scr1-2	1.0099
2093	13	gapdh*E5_scr1-2	1.0102
2094	14	gapdh*E5_scr1-2	1.0098
2095	15	gapdh*E5_scr1-2	1.0098
2096	16	gapdh*E5_scr1-2	1.0105
2097	17	gapdh*E5_scr1-2	1.0115
2098	18	gapdh*E5_scr1-2	1.0108
2099	19	gapdh*E5_scr1-2	1.0121
2100	20	gapdh*E5_scr1-2	1.0126
2101	21	gapdh*E5_scr1-2	1.0133
2102	22	gapdh*E5_scr1-2	1.0128
2103	23	gapdh*E5_scr1-2	1.0135
2104	24	gapdh*E5_scr1-2	1.014
2105	25	gapdh*E5_scr1-2	1.0152
2106	26	gapdh*E5_scr1-2	1.0179
2107	27	gapdh*E5_scr1-2	1.0194
2108	28	gapdh*E5_scr1-2	1.0255
2109	29	gapdh*E5_scr1-2	1.0341
2110	30	gapdh*E5_scr1-2	1.0514
2111	31	gapdh*E5_scr1-2	1.0846
2112	32	gapdh*E5_scr1-2	1.1482
2113	33	gapdh*E5_scr1-2	1.2612
2114	34	gapdh*E5_scr1-2	1.4351
2115	35	gapdh*E5_scr1-2	1.6645
2116	36	gapdh*E5_scr1-2	1.9319
2117	37	gapdh*E5_scr1-2	2.2099
2118	38	gapdh*E5_scr1-2	2.4877
2119	39	gapdh*E5_scr1-2	2.7487
2120	40	gapdh*E5_scr1-2	2.9991
2121	1	gapdh*E6_scr1-2	1.0386
2122	2	gapdh*E6_scr1-2	1.0309
2123	3	gapdh*E6_scr1-2	1.0256
2124	4	gapdh*E6_scr1-2	1.0209
2125	5	gapdh*E6_scr1-2	1.0171
2126	6	gapdh*E6_scr1-2	1.0147
2127	7	gapdh*E6_scr1-2	1.0137
2128	8	gapdh*E6_scr1-2	1.0107
2129	9	gapdh*E6_scr1-2	1.0106
2130	10	gapdh*E6_scr1-2	1.0111
2131	11	gapdh*E6_scr1-2	1.0114
2132	12	gapdh*E6_scr1-2	1.0115
2133	13	gapdh*E6_scr1-2	1.0091
2134	14	gapdh*E6_scr1-2	1.0093
2135	15	gapdh*E6_scr1-2	1.009
2136	16	gapdh*E6_scr1-2	1.0099
2137	17	gapdh*E6_scr1-2	1.0104
2138	18	gapdh*E6_scr1-2	1.011
2139	19	gapdh*E6_scr1-2	1.0101
2140	20	gapdh*E6_scr1-2	1.0102
2141	21	gapdh*E6_scr1-2	1.0102
2142	22	gapdh*E6_scr1-2	1.0092
2143	23	gapdh*E6_scr1-2	1.009
2144	24	gapdh*E6_scr1-2	1.0096
2145	25	gapdh*E6_scr1-2	1.012
2146	26	gapdh*E6_scr1-2	1.0112
2147	27	gapdh*E6_scr1-2	1.0136
2148	28	gapdh*E6_scr1-2	1.0168
2149	29	gapdh*E6_scr1-2	1.0231
2150	30	gapdh*E6_scr1-2	1.0366
2151	31	gapdh*E6_scr1-2	1.0624
2152	32	gapdh*E6_scr1-2	1.1081
2153	33	gapdh*E6_scr1-2	1.1969
2154	34	gapdh*E6_scr1-2	1.3454
2155	35	gapdh*E6_scr1-2	1.5574
2156	36	gapdh*E6_scr1-2	1.8245
2157	37	gapdh*E6_scr1-2	2.1192
2158	38	gapdh*E6_scr1-2	2.4152
2159	39	gapdh*E6_scr1-2	2.6958
2160	40	gapdh*E6_scr1-2	2.9695
